1415,33,6,22,12,215,28,77,52,5,14,407,16,82,10311,8,4,107,117,5952,15,256,4.1,2,7,3766,5.1,723,36,71,43,530,476,26,400,317,46,7.1,4.2,12118,1029,13,104,88,4.3,381,15.1,297,98,32,2071,56,26.1,141,6.1,194,7486,18,4.4,226,22.1,21,134,476.1,26.2,480,5.2,144,30,5535,18.1,51,36.1,28.1,224,92,25,104.1,4.5,226.1,65,16.1,38,1334,88.1,12.1,16.2,283,5.3,16.3,4472,113,103,32.1,15.2,16.4,5345,19,178,32.2,1
21,215,12972,27,2043,17,316,1291,29,16,24,64,4,455,21,16,4,1440,11,4,519,2487,10,10,203,17525,9,2726,17,4,7097,552,620,4,273,18,4,12050,1940,5918,12321,9,82,1134,11,4,217,7,4,1255,37,3078,15,7996,9,131,1239,5,10078,90,54,6,431,9,15027,7,90,11,9455,10,10,4,22,66,2033,19,2,4496,8,4,1013,137,4,277,9,52,25,181,8,67,7996,140,145,8,3363,5135,8,17136,27,3093,1
70,64,838,4,1232,7,4399,1605,5,2,8628,887,4,278,51,65,50,9,9,141,6,7213,947,15,25,1888,602,184,946,45,424,8,30,448,23,147,113,687,73,32,13,70,135,8,15,31,9,15,45,35,2384,8,4,147,113,105,4,288,9,46,33,4,561,11,4,2285,45,1439,11,345,4,3259,268,2718,63,215,97,12,60,433,15,4,368,268,310,13,106,992,438,70,30,38,76,128,74,14,5,75,1833,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8939,14133,9,6,87,29,47,224,6,176,7,87,495,21,14,31,9,373,4,226,114,9,12163,12,100,28,77,76,128,4,640,11,4,20,713,163,68,379,14,16,55,24,38,642,29,70,81,76,128,74,14,0
3416,451,40,2,64,45,24,6,189,509,21,6,453,121,6190,9,6,2519,1656,12042,8,516,6,3092,3219,658,11,661,8,3235,4,3200,887,8,1743,19,27,157,21,280,4,1721,1440,1443,27,80,5,889,27,10740,164,32,609,2010,1888,10,10,45,2,195,319,3416,17,160,3961,2950,552,5,49,7,4,116,9,3386,642,262,39,4,971,761,12524,2,37,9,427,6,462,5443,17,4,1405,7119,322,10,10,21,8039,19,76,8515,0
210,5,9,480,133,59,9,576,1451,1211,17,5573,246,179,4594,5,13,16,502,8,235,18,41,88,17,13,301,146,432,7,40,4937,13,983,126,140,46,13,66,510,41,157,11,14,20,12605,2269,3379,7485,9,321,17,4,1019,29,16,15750,5032,5,55,3541,29,16,87,2801,3088,9,1238,608,5,701,616,11,27,392,217,5,1319,8,721,49,700,2143,360,7,4,177,26,478,444,13,545,386,14,31,300,241,46,7,457,1
20,2235,2045,298,3327,2820,397,93,15235,7,6,6502,103,4,428,15235,1442,4,428,7129,32,784,257,85,5,191,1197,37,144,3115,4,960,15235,280,11,671,29,1068,8,471,12,83,6,17093,7661,10,10,13,92,124,89,670,5324,9569,122,12,21,29,122,12,9,4,2095,18061,33,5044,671,2438,45,4,432,7,155,15,186,40,12,62,28,216,46,7,745,2,330,14,9,6,212,356,11,175,281,7,4,681,6,147,991,642,1
2440,351,1490,19,15,1048,6609,2,1826,7,27,89,59,100,4974,90,9,724,72,5,4,119,139,10927,51,1175,4,696,177,9,321,17525,5,1855,221,105,5,13948,6239,743,35,321,239,17,6,8242,5735,255,37,304,2,467,41,2771,1275,442,6,194,1214,10,10,4,22,1129,6,117,196,5,49,7,4,116,203,306,154,3357,639,21,45,35,6572,65,1061,19,841,5,3983,354,4,277,528,216,17,101,866,45,6,253,1311,151,1
13,264,3379,7580,9,530,11,14,217,261,27,341,116,16,6,117,120,4,350,21,17,94,3379,7580,13,161,330,10,10,14,9,6,52,418,7,453,5,127,794,735,667,55,3280,48,25,358,14,22,95,13,386,25,82,106,35,4223,658,19,3379,7580,17,1635,17687,10,10,14,22,408,6,87,2618,83,735,96,7,536,5,137,149,12,4,529,9,1578,7,89,11,6,96,2,3180,9,1635,4947,1768,5,9573,9,735,12317,1
59,7491,4,172,11,257,7,41,2868,1349,1349,5,1349,11,61,652,32,4,102,93,39,41,2868,26,6,227,357,21,13,40,2,105,88,36,32,28,6,813,1613,5,801,2,36,40,8,3260,17,82,11,2641,4,155,15,166,2641,52,9,7044,4831,2,55,52,11,41,971,217,82,4,192,15,257,31,7,4,105,11,4,20,13715,306,8,30,502,8,104,233,21,89,8,79,6,52,1943,5,515,1021,166,4,20,642,1
7701,7,4,5685,11121,47,237,2116,245,38,14,22,2465,17,6,19497,7,15,251,295,159,75,562,2,5,6620,3080,11,3691,153,10,10,3597,8,2135,1879,108,474,967,14,22,17,158,158,21,237,13,28,8,401,4,3223,22,311,11,330,637,53,13443,967,12,17,709,158,688,8,578,1759,1508,13,43,386,15,2,797,1133,148,1759,1508,8,30,3170,7,94,6629,876,5,7,94,6307,5,95,2,8039,8,358,94,16722,5339,5553,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219,14,22,4,86,58,11,6657,19,61,922,597,12,16,31,7,4,87,342,108,626,11,15,999,75,219,12,33,222,9794,211,5,71,2606,7,12,1091,127,6,801,1010,1258,8318,56,292,137,3391,34,4,1395,11290,247,74,7845,481,449,18,148,2,16641,174,1
7,61,292,8,990,3123,2,49,7,98,100,30,17,194,9448,17,490,169,1000,11,4,1550,4,328,212,2006,69,49,147,3925,8,12,18,72,10,10,742,1148,1091,16,2305,18,118,284,21,260,1199,5,5179,8,1779,4,960,4975,735,18,10848,29,286,44,8,79,6,333,580,29,416,8,1924,6570,18,4,785,2025,131,27,5373,7,4,217,9,3210,10,10,353,829,4,1550,145,8,145,19,2630,5,67,89,111,4351,25,1466,1
124,726,12,494,8,30,35,1089,993,22,2,42,35,3435,9,10528,17,6,959,12,996,23,32,6566,10,10,4,116,9,2526,4,2559,125,1489,5,4,424,3881,1149,10,10,14746,8035,9,242,4,118,155,44,14,22,21,15,218,6,52,155,252,29,47,35,1596,5,2,168,21,1116,29,191,165,511,43,168,33,89,29,12482,54,27,4727,889,10,10,66,92,106,14,22,49,135,12,738,3260,4719,13,135,31,9,99,111,0
129,5943,80,434,130,6,2428,649,165,12,16,38,78,15,199,7,178,11681,56,1104,33,89,78,12,16,13,67,57,705,18,717,11278,11,4,102,5,1467,15,59,3775,8,699,11,4,705,165,12,528,30,196,159,59,9,2,8,9635,2336,5542,3488,8013,2,5,12,191,593,515,195,48,25,942,72,527,527,527,4,114,161,97,281,2386,16,394,45,1734,15,4,226,277,16,2264,8,28,6,5782,1530,4,994,7,2,2,0
11,32,7,4,22,10,10,241,861,2634,7,6,250,50,9,164,76,8,135,44,14,123,72,158,539,63,69,134,23,68,861,7171,74,13,80,135,15,13,244,355,10,10,13,1040,14,931,88,4,1180,26,8752,4,22,11,4,328,486,512,591,106,884,11465,5,391,4,1217,7,328,486,6,328,486,47,8,4589,4,882,5,47,8,1152,4,311,8,4,163,531,7,12,121,9,4,882,121,9,4,1217,44,4,20,0
9197,2009,14796,251,47,6,5467,168,469,19,1315,933,2511,221,732,5,52,8500,10455,9,5481,18,1895,27,1019,5,1274,139,24,99,465,19,695,6517,206,29,82,4189,27,156,19,10334,2,400,2,1984,354,628,16938,17,1867,13538,9,574,11,111,7,4,1529,388,10,10,137,14796,251,9,57,991,45,6,55,52,189,708,22,15,186,2303,8148,8,2,48,25,106,12,1017,142,53,3028,11,3850,25,203,169,624,16018,12,6,176,53,1
115,1637,14,20,103,13,296,12,13,421,60,53,1195,5,13,473,8,1402,56,17309,54,13,188,128,7,265,13,122,49,2301,23,2801,2014,2,5,13,1925,15,4,2801,11,4,20,16,164,40,4,147,31,13,440,15,57,31,126,3631,14,20,21,48,36,126,81,92,1900,42,490,235,4,96,13,421,103,13,86,296,12,13,104,25,62,28,6,128,58,149,4,2062,5222,342,33,222,15,20,69,128,857,23,14,2138,0
3925,83,9,745,13338,17,6,2325,73,4,173,152,683,18,90,8,30,6,52,2325,5,29,2880,247,73,4,333,439,9,2801,4675,17,4,932,78,232,29,210,299,4,932,78,232,55,3821,5937,10,10,449,6,197,2,8,72,15,279,32,4,12010,527,802,5,10846,114,16,269,8,763,6,281,7,4,2951,4,109,13338,16,6606,5,43,8,1970,15,12,16,2264,36,4985,4,898,2,24,6,52,1913,18,101,20,10,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,6,1332,20,1069,4,819,1272,113,9,210,52,18,6,462,5,4,381,14,20,144,28,77,6,809,180,2,12,16,290,6,378,7,7611,33,118,1230,1593,47,77,76,2805,74,14,5,12,739,15,2130,2,144,1231,8,905,555,121,29,238,794,2163,12624,485,5,5740,1176,35,735,0
70,202,14,22,53,74,6,675,7,300,18420,72,13,124,15,4,3780,7,4,20,9,8,1465,21,800,779,929,7,6,912,15,69,77,9700,1239,2412,145,6917,17,13,552,591,13,2925,12,125,103,4,136,19,4,16953,896,13,69,69,61,523,2380,91,7,4,58,56,8,15,213,57,594,14,20,16,258,33,4,4866,3979,11,2,13,66,28,57,1762,8,67,101,85,20,34,14,4273,415,259,37,510,14,738,7300,810,0
