1415,33,6,22,12,215,28,77,52,5,14,407,16,82,10311,8,4,107,117,5952,15,256,4.1,2,7,3766,5.1,723,36,71,43,530,476,26,400,317,46,7.1,4.2,12118,1029,13,104,88,4.3,381,15.1,297,98,32,2071,56,26.1,141,6.1,194,7486,18,4.4,226,22.1,21,134,476.1,26.2,480,5.2,144,30,5535,18.1,51,36.1,28.1,224,92,25,104.1,4.5,226.1,65,16.1,38,1334,88.1,12.1,16.2,283,5.3,16.3,4472,113,103,32.1,15.2,16.4,5345,19,178,32.2,1
489,7,4,105,4,807,5,4,5665,10,10,14,22,186,8,2777,4,1708,208,46,7,72,12,272,40,1462,562,35,15018,7,2,257,1972,54,36,4530,23,4,270,12,304,6,184,2320,20,8,97,5725,2,5,12202,4329,168,78,21,14,31,2880,10,10,13,70,67,15,12,238,28,77,1134,17,6,297,23,42,125,2139,121,11076,5,3936,100,28,2,533,18,16018,4,671,7,4,114,5,4,5672,15700,7,4,3905,2731,807,0
6412,999,22,59,4521,299,4,1021,255,37,47,6,1461,23,4,499,5,82,732,41,7324,23,6,3092,132,2064,2,37,9,256,34,6992,5343,443,5343,9,179,52,17,2064,717,5889,917,41,173,8,3203,59,16,33,4,172,58,8546,14322,1356,267,5183,5,1220,12,304,35,524,19,2802,676,8,1598,15,125,1820,5889,610,427,1490,11,4,4537,1352,34,7766,2,82,11,4,22,9,19736,452,11460,5889,17,761,13399,13,545,386,14,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7591,248,7,108,5077,28,13,421,38,117,11728,8,105,5077,28,13,77,93,8,4032,34,141,3648,414,15670,1316,3264,7678,2,2161,8464,2986,732,12435,2,2,798,14,22,17,48,12,71,129,2,0
464,7,1923,679,72,23,8,14,20,3633,103,94,766,1069,72,8,643,2012,29,301,8,72,874,188,8,67,14,20,45,43,129,552,7,20,2,4,2384,13,645,149,13,124,36,1046,4,5272,6,1431,211,21,54,25,165,67,98,13,301,1400,12,9,4,5272,61,464,13054,13,92,124,36,71,6,147,1143,13,69,61,561,7,3295,10,10,14,20,151,150,643,1967,9,6,215,67,18,5272,451,42,259,334,18,15,551,1
162,451,17,12,3775,8,51,4,3135,127,118,5,43,1608,6,327,227,53,769,5,206,844,23,350,4,2744,6722,9,4064,4,118,7,4,201,5,4,118,2645,7,4131,17,6,592,1648,7060,12,9,6,87,9658,18,72,8,135,15,6722,9,6,176,128,74,6,2159,7,4,1648,102,5,1684,72,12,304,6,176,18,72,8,135,15,137,2744,17,6,226,238,24,30,6,128,3135,74,4,1648,201,12,9,407,754,94,3215,1
1183,11,19,4,22,5,26,66,64,68,38,36,70,30,11,12,701,4,293,284,16,73,177,11,12,21,198,66,4,64,52,155,44,14,22,82,4,998,3201,11,12,71,243,7,646,8,67,21,13,28,57,326,138,36,62,437,68,58,112,11,14,418,7,1244,1294,4187,13,64,1084,470,23,12,17,14,9,24,142,290,3427,278,23,64,106,48,25,28,427,164,8,81,42,43,181,8,437,35,534,5,1088,234,0
2085,355,332,61,4047,2013,4,1873,18,3772,24,43,19,4,105,21,4,1186,31,80,169,533,6081,18,5821,11,31,136,5,723,11,4,375,54,6,3808,9,93,11,9981,1603,34,5821,13,258,546,1685,1612,13452,839,283,1426,8,4,268,19,27,105,5,943,5,51,29,16,1892,11,114,475,4,156,71,502,8,1671,13,70,714,1467,14,22,8,259,21,30,2848,14,218,6,31,58,829,22,3260,3260,3260,10,10,1242,46,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,13,1610,14,20,13,197,13,16,170,8,67,6,189,20,190,50,9,117,189,11,14,801,4039,736,453,526,34,680,592,830,2,327,267,2312,5791,2938,4,431,19,27,478,239,5,4,801,680,841,7,2,102,9,32,984,1
8343,8874,854,23,6,12734,7,84,31,1643,10617,2,32,4,58,21,12,434,9,6,10411,962,2004,23,22,4092,28,25,1104,2578,5,6406,129,5484,13,447,175,786,7,12,5,1294,25,2,3875,18,800,108,15,26,371,441,60,290,4,781,8,332,4,2576,4,64,9668,8,61,330,9,15,13,4283,30,2,6,3182,8,4,7250,1541,36,32,306,8,30,230,99,4339,215,30,32,15,1043,5825,345,96,106,12,45,290,175,333,1
