1415,33,6,22,12,215,28,77,52,5,14,407,16,82,10311,8,4,107,117,5952,15,256,4.1,2,7,3766,5.1,723,36,71,43,530,476,26,400,317,46,7.1,4.2,12118,1029,13,104,88,4.3,381,15.1,297,98,32,2071,56,26.1,141,6.1,194,7486,18,4.4,226,22.1,21,134,476.1,26.2,480,5.2,144,30,5535,18.1,51,36.1,28.1,224,92,25,104.1,4.5,226.1,65,16.1,38,1334,88.1,12.1,16.2,283,5.3,16.3,4472,113,103,32.1,15.2,16.4,5345,19,178,32.2,1
0,0,0,0,0,1,14,16,31,7,4,91,1849,56,108,13,28,126,110,285,11,4,20,468,8,30,3464,8,4356,49,85,1427,15,69,77,6402,23,50,9,60,6,662,5027,15,494,27,4440,3175,15795,8,97,4,1236,593,60,4,1770,336,186,8,30,1571,11,43,8,202,4,362,35,1338,8,2223,245,11,6,10521,12,16,1322,21,11,35,3148,96,88,7,4,622,4046,15,468,8,30,343,43,8,270,56,4,114,0
4,1099,121,59,215,2257,200,822,13366,5,9792,59,4880,9792,95,59,271,8,4,822,13366,2,5,214,8,30,23,4,9931,768,57,147,866,50,10,10,14,226,20,16,38,1543,727,25,697,51,16,170,8,593,159,25,60,219,12,14,16,38,373,13,754,2,5,34,4,58,13,16,1769,149,12,13,69,35,373,6230,5,4,4238,8,1258,546,18,149,141,595,92,106,14,894,25,26,467,747,42,165,40,2136,2,102,0
41,5026,799,12817,8,41,3731,3951,11448,871,131,581,11,12,2100,1068,8,2225,12,17,442,11,3648,359,7,4,278,76,8,2,13531,59,82,778,8,28,15067,9023,4058,7,6,1397,10144,50,16,66,57,31,8,2198,8,11,14,22,2100,468,1043,3609,19742,5,10532,3145,4,3731,468,19858,619,5,82,10532,4,22,9,52,5,73,93,21,19,57,31,8,9530,19,13,258,12,254,8,459,44,51,575,8,98,10,10,61,1242,1148,0
392,68,217,6692,1010,451,80,2537,17211,5563,308,6,2,7,7499,17,4,1124,831,5,2,17,31,7,2,10,10,4,1933,5,4,3082,9,32,187,6,1669,224,1154,22,12,47,142,18,316,389,1056,5,12340,6,176,7,486,6,1211,10638,1886,5,41,107,1036,476,6,327,48,883,5,35,221,48,16752,993,1379,2008,45,24,6,991,21,1400,12,286,269,8,30,13,202,4,1933,5,4,3082,6,8412,3020,381,5,61,4082,5492,1
46,8,27,1465,5,15455,15,24,64,127,29,124,37,29,42,59,9,21,240,82,1688,8,387,4,455,1090,10,10,4,55,86,730,8,374,1270,431,5,12,287,24,64,62,57,31,12,68,208,330,30,932,195,8,990,7874,33,222,19,4,374,25,70,2214,120,12,1294,558,8,67,14,1690,21,57,20,313,2056,62,3328,297,12,23,68,268,209,4,2382,7,4,12736,15476,11,6,2,123,7,9003,2,3325,4,273,972,0
23,248,5,24,11,4,2,310,23,990,248,42,17954,298,20,2239,25,774,66,110,12,2363,14,2523,1742,7,6,22,80,30,93,1439,515,23,288,11,6,2,310,5,19,45,204,470,1406,2,816,87,636,425,720,15,66,4110,4,1310,7,6294,162,782,137,1806,2,3142,4,118,7,285,756,613,11,35,8669,7201,3391,34,6,4316,7,2,5,160,4316,7,978,2,6040,1052,883,8492,1043,2287,7347,14094,119,45,32,133,8,358,1
111,409,7,4,999,29,435,83,4,2469,5,54,29,385,46,29,69,6,16654,323,21,24,76,7,6,611,29,303,435,83,699,5,147,3519,5918,12321,9,2272,5,389,17,4,10559,10,10,38,1063,16,689,2847,15,12,1581,689,4188,5,689,5901,17,73,17,2,76,7,4,177,174,11,2847,8224,121,4,156,256,275,105,10,10,55,737,6,327,2,7,8967,5,242,9013,211,5,6,580,8,67,308,7996,11,27,86,22,1
7132,2382,2382,43,40,4,416,11,834,2362,5,2,2,17,31,7,4,118,771,8,1261,56,349,10,10,14,814,11,4202,947,9,38,330,8951,373,15,2584,4719,26,1178,8,2,12,32,11,5,1400,218,15,15868,2,1255,6361,2,679,17521,2,10956,5778,17,31,7,12268,2516,19965,252,9,1505,14,16,645,11,6476,5,162,929,16,1283,303,18,4,374,766,11,6061,10,10,603,300,46,7,158,5,13,384,15,11,6,52,96,0
686,415,37,126,8031,8,3644,14,20,16,357,5,50,16,57,213,11,4,20,121,13,301,1584,221,42,13,161,124,15,160,155,15,2,72,16,12,93,12,168,40,233,11,27,113,29,122,16,55,776,50,16,57,1651,29,93,2829,168,776,3488,1672,5,60,15095,12,286,821,13,104,48,4,20,121,626,11,44,1119,153,39,150,12,238,28,53,7,35,1488,279,52,3644,102,16764,5,2973,79,1026,42,783,269,24,2839,0
4,2,133,18,3070,153,151,14,1428,4,425,7,4,7054,20,13,69,126,110,24,8,135,13,161,169,14,4063,13,16,1104,38,254,13,220,16244,8,341,1453,64,11,4,1355,100,6,20,19,141,6,78,326,79,93,261,18,4,1853,12,9,4,64,20,8,126,792,6,632,38,11429,29,191,60,1598,6,2,2554,46,39,4,1565,14,9,4,2,206,20,126,93,5,31,7,4,91,642,82,10,10,46,7,470,78,0
534,12,679,46,8,30,1686,9,35,321,48,600,99,622,117,65,7,2,430,416,11,4,194,543,166,11934,12,9,163,469,4,105,26,3308,5,4,1062,9,43,208,10,10,6767,5579,9,4,283,323,7,4,22,19,27,3308,1146,7,2312,301,704,430,5,719,6888,2269,2319,632,216,8,4,194,543,8,353,46,18,31,7,4,194,6271,29,9,5067,3559,34,308,2,17,719,2112,2409,106,46,18,134,107,10,10,545,1178,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,123,16,1048,207,110,32,289,5,14,9,4,118,14,20,47,836,6,227,7,883,3289,15,80,2479,129,330,140,2,87,105,5,480,1979,121,16,14,814,80,50,30,53,13,66,423,4,65,347,19,41,597,267,930,8,2,470,5,8,67,89,4,182,9,1894,246,174,1
57,61,3214,369,29,9,1478,4509,10,10,5,51,6,666,38,666,1474,13,43,181,8,124,37,70,119,15,78,6574,42,558,12788,119,27,6188,102,13,296,241,7,98,5,426,2123,7794,4,840,10,10,103,15,13,3714,32,263,374,5687,88,94,706,8546,487,23,4,5319,15,14,9,1478,848,5,207,188,4,204,4,31,5,64,1478,848,37,9,141,6,87,323,849,5,449,430,29,434,69,4,208,8,11360,5,57,329,0
830,376,37,9,467,15,8835,95,36,26,10192,10,10,21,11,3118,7114,590,6969,590,997,9054,1435,5432,4,2377,6815,27,226,393,231,12,6,147,736,17,8,37,6969,66,9,10,10,21,553,6969,9,31,7,4,118,109,590,11,108,5,8,721,12,56,8,1304,2014,104,2047,5677,11,4,2377,7,6969,6631,9,6,3037,10,10,61,602,11,108,9,4311,21,2014,28,6,147,4034,18,4,1435,590,7,4,6185,6583,10,10,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,642,22,44,6673,13741,370,157,4385,324,23,3536,374,5,272,40,402,5073,3364,471,4,85,3850,34,267,501,4,1114,5,6470,23,4,65,919,10194,18,148,19,6,73,1391,281,7,3159,1
11,4,86,840,7,4,20,21,75,79,8,124,98,6,117,99,73,36,413,5249,24,147,84,33,32,14,9,4,172,65,207,110,3103,7,211,64,579,133,19,1076,275,2331,4,155,9,13,100,2879,160,727,119,65,48,64,4,807,1173,38,4801,10,10,4,64,155,15,100,30,433,9,48,4,105,69,5562,5,1297,4484,5,472,15,16,82,4,420,19,351,3299,1052,2363,14,20,80,130,56,11,4,351,20,1052,515,0
17,36,70,30,10,10,4,236,155,15,97,14,20,78,9,15,94,6,189,20,25,26,424,8,30,1765,7,4,3430,42,4,2117,7639,21,25,26,24,1765,25,6,24,6864,88,25,124,4840,170,8,593,10,10,1174,4,20,9,17,78,17,4,20,44,4,455,5859,13,3205,15,12,16,6,55,87,20,21,88,4,65,9,78,4,156,26,78,4,22,5245,6,176,7,1204,5,88,94,24,629,4,20,9,118,4957,0
0,0,0,0,0,0,0,0,0,0,0,1,137,50,713,101,662,1389,194,6740,613,365,1396,42,19867,19,320,428,320,328,1153,12,127,28,300,155,821,84,116,1760,11,6,680,10171,5,6299,2356,122,11,68,12913,19,4,1182,48,25,197,104,4,2,42,4,1111,33,4,350,7,4,182,1173,6392,42,25,1070,98,8,6,1931,4265,74,4016,95,129,10904,9,43,17,9620,17,1895,129,362,56,2449,2927,8,106,6,2,1072,1
29,9,981,8,30,11,27,16082,5,4,2474,29,47,23,27,4136,257,390,1085,90,6812,11,6,162,513,2,6,162,292,4240,142,7,6,119,602,159,257,390,630,19,90,1200,10,10,8653,7901,3955,55,5832,33,211,14,9,4,243,7,2158,15,43,1457,6,1826,23,4,393,10,10,24,31,8,380,19,48,25,26,24,6,337,7,2158,17,14,434,528,2522,25,44,4,512,21,18,148,37,26,460,9450,14,9,441,5628,1
