1415,33,6,22,12,215,28,77,52,5,14,407,16,82,10311,8,4,107,117,5952,15,256,4.1,2,7,3766,5.1,723,36,71,43,530,476,26,400,317,46,7.1,4.2,12118,1029,13,104,88,4.3,381,15.1,297,98,32,2071,56,26.1,141,6.1,194,7486,18,4.4,226,22.1,21,134,476.1,26.2,480,5.2,144,30,5535,18.1,51,36.1,28.1,224,92,25,104.1,4.5,226.1,65,16.1,38,1334,88.1,12.1,16.2,283,5.3,16.3,4472,113,103,32.1,15.2,16.4,5345,19,178,32.2,1
6465,178,6,163,117,65,15,1791,178,6,192,2,1551,4,11153,122,28,6,666,2694,5,49,1370,150,28,6,7150,36,115,69,19788,2,1898,6,275,31,133,50,9,24,60,31,681,44,4,11153,5,4,206,304,273,33,4,130,7,3018,12,47,64,31,749,57,325,9,3942,14,346,20,408,55,933,1417,21,4,167,2,62,28,224,128,19,53,74,1502,234,38,6,87,20,6,87,589,8,193,4,3446,12503,13,119,12,1
2332,5,532,5095,21,95,45,283,146,24,99,194,83,933,2,13,235,15,12,203,28,87,1217,18,148,11,4,124,25,124,10,10,12,9,55,550,5,12,2617,6,196,58,11,269,8,97,94,2267,757,772,2656,849,8,81,38,21,11,141,504,17,134,12,186,614,15,6,22,40,14,238,30,4,243,7,155,15,1390,216,638,11,31,7,148,465,5,2,11,682,498,2,247,74,23,4,268,7,6,1063,438,956,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,119,14,22,4,690,5,65,411,26,87,253,5,4,613,660,7141,210,1102,72,51,6,530,155,8,81,8,721,6175,8,113,11,6,96,15,25,165,459,44,134,183,93,7,8835,5,8292,5,845,87,2338,5,87,676,138,71,32,4,85,5582,108,15,385,103,14,31,38,76,329,221,728,5,163,9,12,15,443,15126,9,43,38,55,1049,1
402,261,13,161,40,4,277,4,436,20,9,777,5,166,72,657,15,13,16,11,2397,2415,4,177,9,321,5,9441,10275,9,6,194,935,5,7,265,59,9,38,10668,5,13,43,447,41,11,14,509,9573,10946,9,82,404,11,14,20,13,426,79,120,4,1385,5,4,732,4,1455,4,7651,4120,4,2092,45,32,50,4,2,82,721,6,9756,2,547,8,4,22,36,434,92,97,102,40,134,1627,92,1854,8,106,14,356,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,35,321,22,5,31,144,24,30,276,125,34,94,12902,50,9,2038,2703,11,2,7,14,157,12,1030,8,30,2,163,5,2532,33,998,211,157,19,12,18,4,86,171,234,5,25,528,30,685,1
4,1685,965,1648,61,419,5,4,419,7,2500,93,14,5519,12,62,168,40,160,2,5165,2,20,39,145,54,4,3090,13378,19,94,9457,12885,14,9,24,89,4,20,385,125,8,72,33,32,45,3820,83,72,5,1906,56,142,15,13,197,16,351,18,6,55,196,58,5,3581,72,17,230,17,8,202,12,6,6167,7,61,205,13,2738,89,196,45,77,237,207,110,142,15,317,72,547,14,52,1004,13,2303,1467,319,14,20,1
21,2390,37,16,460,3072,120,4,192,15,29,16,177,17,5280,7190,54,29,473,4,173,7,18662,6687,473,8,30,4,323,1950,11,4,365,5,161,181,101,31,8,30,128,74,29,16,29,579,3457,8,79,416,38,8,79,145,33,90,5824,828,11304,56,4,136,11,4,7282,121,2390,16,1889,2,38,15,29,62,28,8,401,1889,1889,5,1889,11,4,303,153,2390,520,3457,4,13894,16615,42,443,16615,88,7,4,96,29,2326,1
27,2,4918,17,141,321,1268,17,4,6437,10165,4,2705,15844,9723,1912,6438,9723,4,185,8770,7553,18227,6294,5,2,8912,2,1970,260,301,15,27,12673,33,9166,19,1325,6741,1091,5,2979,308,5699,588,61,1047,6531,15704,5714,2363,14,80,30,173,7,4,375,22,1359,953,270,39,12287,5,2,81,17685,27,118,157,11,101,420,11,61,652,4,1569,9,24,64,31,7,4,1317,108,7,4,6303,21,82,31,7,4,1885,11215,126,93,810,1
6897,15,2,12,17,6,5992,2220,592,299,4,172,109,11,775,7,27,287,5,102,21,820,12,115,214,4801,10,10,1657,590,796,880,125,4,293,109,10,10,48,13,377,208,4,52,597,16,556,125,5,2959,19,4,445,3635,11,35,781,8,8817,4,2896,13,963,97,12,53,40,175,85,1010,23,248,33,4,58,13,104,14,123,16,99,230,1404,7,94,58,5,13,131,717,12,248,209,6,2005,1331,123,9,1012,142,1
