1415,33,6,22,12,215,28,77,52,5,14,407,16,82,10311,8,4,107,117,5952,15,256,4.1,2,7,3766,5.1,723,36,71,43,530,476,26,400,317,46,7.1,4.2,12118,1029,13,104,88,4.3,381,15.1,297,98,32,2071,56,26.1,141,6.1,194,7486,18,4.4,226,22.1,21,134,476.1,26.2,480,5.2,144,30,5535,18.1,51,36.1,28.1,224,92,25,104.1,4.5,226.1,65,16.1,38,1334,88.1,12.1,16.2,283,5.3,16.3,4472,113,103,32.1,15.2,16.4,5345,19,178,32.2,1
0,0,0,0,0,1,14,9,6,20,15,9,78,11,175,5381,96,252,75,40,8,124,51,575,1691,153,39,4,236,20,5,12,495,23,49,651,21,4,162,105,26,43,24,221,896,5762,9,11484,527,2940,137,4,2091,15,1714,191,789,6354,1437,9,10302,85,1121,1748,2091,26,3714,45,14634,48,25,92,28,1043,5825,2,48,335,11,4,12432,13,92,124,138,91,795,133,994,7,13139,5188,433,13,197,14,31,9,53,527,0
2776,9,427,912,1900,912,121,6,2112,80,30,556,18,800,101,1913,7,5340,88,36,413,6,2,207,188,57,439,19,4,406,499,7,112,1000,21,2,2,99,230,11,4,458,7,1796,2849,349,4,22,9,737,21,9,64,641,722,5,24,6,7421,7,6,132,37,151,1127,16,576,1824,5,2,10,10,4,2,32,52,5,4,458,55,1156,4,1979,5,999,26,55,73,4359,5,4,1326,55,221,122,2,66,181,8,516,0
0,0,0,0,0,0,0,0,0,0,0,1,4,2904,7,2817,398,5,2566,34,988,9771,9,6,283,356,1716,418,63,5429,179,73,8,4,392,268,368,7,1605,5,12372,807,5,49,7,4,118,1748,212,7,4,2068,12,9,419,5,5202,752,3816,7,212,17,12,9,1353,639,13,244,252,12,80,31,251,193,94,15112,273,19,141,87,287,17,4,5,1064,18,2,138,12,218,1439,23,288,246,9,6,736,5,6,1521,1
21,36,92,1632,194,1323,969,132,34,488,1712,8571,212,19,189,1238,73,4,22,8689,2699,39,6934,4,2983,1718,1187,2,2,5,4,2450,5486,3298,4,65,9,184,710,21,50,9,195,599,5,567,8,401,4323,5546,654,13,510,262,4,239,7,4878,18621,63,1580,4,22,94,212,2143,131,4,601,583,7,836,9,254,8,3461,202,14,31,6,580,48,25,28,49,58,8,437,693,46,7,158,122,13,760,15,19272,3228,9,1279,1
3286,325,11,16134,12,828,61,692,8,4,130,5,13,92,2598,829,12,13,774,126,332,101,23,14,7819,3863,38,13,16,1997,8,67,48,4,7584,1906,12,125,13,358,1379,108,39,15,999,10,10,61,678,3306,9,19,4,10945,7253,36,168,99,52,4,116,16,6,117,3463,33,211,13,40,4,154,132,1889,4,2,17924,88,29,161,28,101,2698,4,4954,1631,395,2,19,6,12403,16,6,117,680,444,12,16,6,4776,22,0
61,692,11,4,700,201,4,20,64,3380,6,392,4166,7,4,700,5,4,4166,343,9,53,550,5,357,74,303,531,4,1152,11,4,20,9,23,4,8966,687,305,7,4,53,221,444,114,7,4,700,274,10,10,19,4,208,84,780,23,14,1187,12,100,28,77,480,1038,12,286,15,96,38,150,50,9,246,160,394,20,15,171,80,67,5,60,8864,80,119,61,1039,80,1348,6585,4705,18,153,366,13,417,1402,12,46,0
2,5,2743,1197,8,2222,98,23,6,1358,11361,1313,34,2,55,1096,5,5328,15696,2314,33,6,823,136,10,10,1257,195,21,137,12605,5,3512,1854,8,987,101,7427,75,82,28,8,4325,6,450,753,2087,3650,2183,18118,35,674,1494,11,2,479,95,7,265,50,26,4,4852,665,7,6,4242,499,10508,2816,121,225,427,57,824,4,11720,277,80,30,270,2,4,841,10,10,106,101,390,7,12593,305,45,8,4,213,5,230,53,1127,0
18,4,2362,13,197,6,2362,16,6,4908,2701,15,203,42,203,24,5124,6,406,4,2362,3202,7,6,11445,2,3586,2,11,6,485,2362,648,17,827,19741,276,12,240,24,15,1159,29,152,60,28,8135,15,5,12,304,4,2362,44,35,534,43,8,2,638,4,673,21,280,29,4110,25,106,46,3872,2,25,19,6,1229,8494,34,13764,3964,10,10,14,9,6,87,20,54,4736,34,5223,5,4,13587,900,335,43,6,2,18,2569,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,6,20,324,11,3070,504,5,6,352,329,74,241,1431,14,117,20,15,100,1015,6,2,75,1344,221,863,1212,39,4,644,7110,538,19,1156,34,6,177,7,1081,1590,241,3366,56,2017,8,4,85,2215,92,30,1595,8,135,25,423,142,1
2,119,839,41,145,121,28,13,110,14,159,449,208,11,4,86,20,4,555,121,10496,172,17,4,206,139,164,162,43,19,53,9149,4,206,136,4,891,5159,11,4,194,985,63,75,161,67,279,11,19624,7873,34,294,15773,279,4,232,2412,4,3193,37,473,8,8240,4068,37,3581,4,2,4558,8,515,10,10,32,11,32,6,7791,11086,8,97,278,262,125,4,493,37,435,8,67,12,53,95,280,63,5531,952,40,6,1382,0
11,4,7882,15,10541,134,289,12080,1737,24,43,11,4,2092,21,11,4,543,99,61,118,136,16,103,4,430,2147,27,369,11,4,1603,5,95,6194,27,2,143,32,4,1739,2690,7,4,543,25,66,235,18,14,232,13,115,557,7,4,156,159,21,13,423,32,289,55,76,13,104,36,122,6,1307,292,23,68,1311,8,532,3808,32,11,32,14,9,35,2789,646,5,2570,2570,22,13,131,1671,111,7,4,1218,11,61,330,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,260,110,3409,412,146,502,8,1144,4,2,7,14,409,203,3824,7,481,712,21,45,518,120,2278,34,4,3981,3811,7,3293,1782,2,5,12,271,8,123,4,13946,2,3235,7,692,1
415,37,416,12,88,7,6,18510,73,4,1930,5,2578,184,76,2677,143,4,436,20,55,616,4,20,9,324,19,6,706,370,269,8,97,12,306,147,42,1621,13,482,45,43,2268,5,3506,151,11,583,7,233,128,8,1661,12,19,2983,1718,405,10,10,4,1930,5,2578,18,184,76,4,436,20,19,2136,481,16,120,4,350,616,25,1227,79,6,6230,10,10,146,806,21,14,16,24,629,64,35,616,1350,418,7,595,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,6,87,465,6358,117,22,6,682,251,1253,7,4,2682,18,4,3942,9997,6025,45,6,8838,48,50,126,16,31,13,219,12,23,1877,49,153,596,5,6700,12,207,2,12,8,111,7,61,369,5,316,447,12,1
51,36,977,8,30,87,1009,33,4,130,5,14,390,584,4634,158,158,48,4,409,71,56,8,2291,19,14,31,14,62,79,158,158,10,10,4,840,9,4,4343,7,4,762,6,250,892,19,49,493,5,47,1358,383,50,739,8,30,57,213,8,4,65,366,4,130,19,6,52,117,1009,21,12,9,3657,34,4,373,86,173,10,10,115,4,329,14,9,6,87,20,15,80,24,81,25,355,33,32,73,290,6,2364,1
41,540,3697,771,112,3612,7,3089,8,41,3608,5,13,40,4,8624,232,5,27,10433,13,258,12,23,2291,19,6,2285,201,446,4,12,2293,13,104,160,1052,212,19,6,668,485,24,34,101,817,4,118,212,126,21,18,6,232,8,135,29,70,106,12,584,1584,660,142,48,13,16,19,61,322,59,238,66,358,12,237,12,10077,383,11,4,1052,5,538,40,15,38,238,30,6,52,641,212,18,4620,8,106,693,7,158,1
759,46,752,85,102,21,12,210,941,129,692,10,10,12751,261,4,6989,7,5741,7,6,1707,152,2637,125,21,490,563,4,438,536,51,16,32,4,8602,44,10,10,13,124,14,20,47,6,312,675,21,12,152,763,56,6,111,7,4,857,121,398,159,4,22,16,626,5,503,4,6508,7,4426,2896,47,6,176,329,8022,74,1280,13819,7,84,675,4,20,158,158,19,64,693,7,84,743,12,790,158,138,141,35,4197,7222,0
9031,216,23,493,871,4,2665,37,2738,8,2421,4,2,15509,13,197,4,485,284,742,2,16,572,2797,972,39,4,78,116,5,120,19223,370,4464,13,197,772,4,687,7,790,1502,17,6,282,8,97,2,4,7472,2,32,120,6,268,751,25,12570,5,10902,8,4,1484,7,790,1502,772,6,1699,683,39,2,322,2695,1505,39,31,7,4,4270,1428,7061,23,15,251,16,3577,4,370,4464,161,97,72,235,1195,15,1043,2287,3410,122,0
