1415,33,6,22,12,215,28,77,52,5,14,407,16,82,10311,8,4,107,117,5952,15,256,4.1,2,7,3766,5.1,723,36,71,43,530,476,26,400,317,46,7.1,4.2,12118,1029,13,104,88,4.3,381,15.1,297,98,32,2071,56,26.1,141,6.1,194,7486,18,4.4,226,22.1,21,134,476.1,26.2,480,5.2,144,30,5535,18.1,51,36.1,28.1,224,92,25,104.1,4.5,226.1,65,16.1,38,1334,88.1,12.1,16.2,283,5.3,16.3,4472,113,103,32.1,15.2,16.4,5345,19,178,32.2,1
18,4,16712,526,949,98,48,36,70,5529,5,968,6,1056,25,238,17,73,97,327,19,98,4,888,7,68,6496,1357,70,30,6272,303,10,10,82,13,482,14,9063,8,4,360,7,4,2355,134,539,26,424,8,30,4,3238,31,7,98,2024,4,1395,232,33,4,130,15,1894,31,7,68,456,13,482,31,9,43,6,1440,7,41,3225,37,191,30,2707,7195,18,41,1729,21,4,85,9,43,6,2748,37,152,1833,41,654,277,0
221,5,318,21,4,64,155,13,28,8,3439,19,9,15,13,92,104,2431,1452,11,6,8673,9946,42,51,16,15,1657,36,92,168,15,96,11,8606,553,145,8,4,65,256,184,73,21,17,294,301,159,72,27,631,738,8,4392,10,10,5,50,71,49,163,388,5,49,2,619,531,99,12,2,112,110,13,197,12,16,1047,15,4,1463,473,8,169,27,119,13,1178,8,25,32,45,24,4,118,20,126,21,12,16,327,1
1991,206,438,4,65,716,4,65,7,2,9331,11,2,267,18,119,5,397,1849,56,1992,6,3839,10570,4,354,26,321,5,4,105,26,32,1451,5,73,4786,4,65,9,1237,5,47,195,883,453,212,5,836,8,401,31,149,200,548,139,7516,4611,1534,133,15,240,242,4,118,548,9436,11,4,970,4,206,9,331,480,12005,4,548,1992,13842,17490,14422,5,4,1962,1514,10793,5,7516,4611,26,480,6,215,67,18,101,337,7,206,1
4,2011,7,328,10150,21,3760,6,1444,65,15,16,776,8,794,10,10,4,114,4157,228,5,676,71,32,350,2501,12,16,87,15,25,343,38,111,2045,298,2719,8,376,4,787,7,4,328,2538,12,16,82,52,8,67,1514,6344,11,14,20,127,29,126,297,6,52,232,10,10,13,62,545,386,14,22,8,259,37,494,8,2,68,96,7,536,14,9,35,321,20,5,13,235,12791,8,28,110,12,2363,490,235,4,172,1
6,378,919,133,5,50,21,120,32,996,8,1645,51,4,86,22,3604,134,493,2,369,71,53,2934,74,1451,549,18,7915,29,16,1932,163,4,64,1451,105,85,74,7915,9,2709,5,8907,316,334,43,53,42,329,214,23,129,6293,25,3030,106,14,22,43,106,539,825,1358,45,4,172,155,64,12,152,353,8,3945,15,45,6,22,1231,8,4,204,6282,1073,198,4,20,198,170,8,79,25,11,1674,7,2129,10,10,342,158,0
1090,39,4,1172,54,36,169,4,882,44,2,1949,13772,9,35,204,1774,5,5773,785,364,352,189,20,4,65,9,2201,11,4,172,1622,127,24,28,101,1807,5,10643,4,692,7,4,529,366,4,236,136,13,244,6,87,337,7,785,438,633,6978,3287,5,568,537,21,13,3212,15,1033,13,28,110,49,52,785,189,102,141,17,2759,2,2,2,2,5,351,130,61,2302,9,1542,10,10,425,3829,2,81,2,4084,7,4,445,1
806,21,13,122,24,281,119,883,6,1461,37,9,32,208,15,27,980,6026,19,57,551,37,15,9,119,21,24,64,15,4,20,9,55,196,5,18,57,282,13,69,8,570,149,4,20,450,58,88,13,331,416,602,13,4465,18,142,8,593,21,164,4,64,155,13,16,1555,315,4,20,8121,2,395,11,4,1986,422,15,16,327,13,81,24,104,15,498,144,30,2732,2,1599,11,1003,9055,1499,194,1387,5,437,7,58,0
15,47,5741,2,1004,41,648,1364,2,39,4,1004,46,41,64,440,18,4098,9,6,2,37,456,638,4,3623,11,2450,58,9,620,46,18,41,5,59,9,276,23,6,1374,39,5522,2,8,3653,4305,159,196,4,5741,26,1200,41,1460,16161,648,5,6143,1790,11,3587,4,6600,8860,4,1374,26,150,2605,5,515,8,30,2,18,4,5741,4,1962,720,9,57,824,4,118,7,14,2,786,509,82,5611,116,1109,26,8346,1540,5,15165,0
33,223,1519,5,1349,13,219,4751,4,2,6,346,137,596,5,28,8,974,13,197,14,16,128,10,10,4,65,9,24,35,966,1621,31,21,12,9,6,87,5151,7,2605,3051,5,1043,325,3918,11169,12696,4,529,143,13533,223,929,5,103,4,192,3019,27,2704,405,9,2728,5,17022,5,27,6102,26,788,5,10366,10,10,15421,2,890,9,6,87,5151,7,3051,5,1519,120,1673,1570,153,7,1031,653,4,1031,2,5,986,18,3265,1
